link;from_node;to_node;length;freespeed;capacity;lanes;modes;vol_car;storageCapacityUsedInQsim;type;origid;geometry
2824;10585823270;10585823269;12.010601809055824;5.555555555555555;420.0;1.0;car;16;;unclassified;1135603766;LINESTRING( 633199.1730645059 4802749.924014631, 633198.0053417736 4802761.877716126 )
2825;10585823269;10585823270;12.010601809055824;5.555555555555555;420.0;1.0;car;28;;unclassified;1135603766;LINESTRING( 633198.0053417736 4802761.877716126, 633199.1730645059 4802749.924014631 )
2828;10585823270;10585823072;212.29170281588947;5.555555555555555;420.0;1.0;car;10;;unclassified;1135603765;LINESTRING( 633199.1730645059 4802749.924014631, 633069.7640308301 4802787.915782741 )
2829;10585823072;10585823270;212.29170281588947;5.555555555555555;420.0;1.0;car;0;;unclassified;1135603765;LINESTRING( 633069.7640308301 4802787.915782741, 633199.1730645059 4802749.924014631 )
283;4797729169;4797729170;90.58150722478962;5.555555555555555;420.0;1.0;car;43;;residential;487265656;LINESTRING( 630228.0815155334 4803057.95323749, 630307.6043824956 4803015.290759426 )
2832;6342372023;6342372632;74.13649626899885;5.555555555555555;420.0;1.0;car;57;;residential;677350339;LINESTRING( 632419.2471325676 4802145.08775557, 632404.5123501265 4802074.183618074 )
2833;6342372632;6342372023;74.13649626899885;5.555555555555555;420.0;1.0;car;121;;residential;677350339;LINESTRING( 632404.5123501265 4802074.183618074, 632419.2471325676 4802145.08775557 )
2838;2843407132;10593377832;45.2851534405147;5.555555555555555;420.0;1.0;car;47;;residential;1154455377;LINESTRING( 631942.6305320557 4804179.9948609825, 631930.4852597496 4804137.128357014 )
2839;10593377832;2843407132;45.2851534405147;5.555555555555555;420.0;1.0;car;47;;residential;1154455377;LINESTRING( 631930.4852597496 4804137.128357014, 631942.6305320557 4804179.9948609825 )
284;4797729170;4797729169;90.58150722478962;5.555555555555555;420.0;1.0;car;21;;residential;487265656;LINESTRING( 630307.6043824956 4803015.290759426, 630228.0815155334 4803057.95323749 )
2840;10593377832;2843407122;18.523990525093566;5.555555555555555;420.0;1.0;car;102;;residential;1154455377;LINESTRING( 631930.4852597496 4804137.128357014, 631917.2613271992 4804124.593513337 )
2841;2843407122;10593377832;18.523990525093566;5.555555555555555;420.0;1.0;car;37;;residential;1154455377;LINESTRING( 631917.2613271992 4804124.593513337, 631930.4852597496 4804137.128357014 )
2842;12376106566;12376106579;124.30800799849425;5.555555555555555;420.0;1.0;car;104;;unclassified;1337976863;LINESTRING( 634550.9723353784 4800924.884554634, 634552.5374299141 4801049.160879861 )
2843;12376106579;12376106566;124.30800799849425;5.555555555555555;420.0;1.0;car;104;;unclassified;1337976863;LINESTRING( 634552.5374299141 4801049.160879861, 634550.9723353784 4800924.884554634 )
2844;7007743907;7007744930;49.17644475587439;5.555555555555555;420.0;1.0;car;15;;unclassified;749369099;LINESTRING( 633806.8502167949 4802595.441117168, 633789.4785801386 4802552.067594562 )
2845;7007744930;7007743907;49.17644475587439;5.555555555555555;420.0;1.0;car;15;;unclassified;749369099;LINESTRING( 633789.4785801386 4802552.067594562, 633806.8502167949 4802595.441117168 )
2846;7007744930;7007743906;35.188467569198174;5.555555555555555;420.0;1.0;car;4;;unclassified;749369099;LINESTRING( 633789.4785801386 4802552.067594562, 633766.490482727 4802525.425979985 )
2847;7007743906;7007744930;35.188467569198174;5.555555555555555;420.0;1.0;car;4;;unclassified;749369099;LINESTRING( 633766.490482727 4802525.425979985, 633789.4785801386 4802552.067594562 )
2848;7007963431;12376106566;45.83725643656738;5.555555555555555;420.0;1.0;car;128;;unclassified;1337976862;LINESTRING( 634596.6210784301 4800920.760007386, 634550.9723353784 4800924.884554634 )
2849;12376106566;7007963431;45.83725643656738;5.555555555555555;420.0;1.0;car;128;;unclassified;1337976862;LINESTRING( 634550.9723353784 4800924.884554634, 634596.6210784301 4800920.760007386 )
285;4797729170;6344443282;83.95687188442758;5.555555555555555;420.0;1.0;car;54;;residential;487265656;LINESTRING( 630307.6043824956 4803015.290759426, 630378.6497429856 4802970.554721498 )
2850;12376106566;12376106573;206.1567354747176;5.555555555555555;420.0;1.0;car;242;;unclassified;1337976862;LINESTRING( 634550.9723353784 4800924.884554634, 634394.3697792464 4801023.09542953 )
2851;12376106573;12376106566;206.1567354747176;5.555555555555555;420.0;1.0;car;242;;unclassified;1337976862;LINESTRING( 634394.3697792464 4801023.09542953, 634550.9723353784 4800924.884554634 )
2858;6344346987;6344348253;138.6242376116207;5.555555555555555;420.0;1.0;car;46;;unclassified;677577664;LINESTRING( 633247.7817087814 4803668.301622469, 633264.6469439098 4803803.511414583 )
2859;6344348253;6344346987;138.6242376116207;5.555555555555555;420.0;1.0;car;36;;unclassified;677577664;LINESTRING( 633264.6469439098 4803803.511414583, 633247.7817087814 4803668.301622469 )
286;6344443282;4797729170;83.95687188442758;5.555555555555555;420.0;1.0;car;44;;residential;487265656;LINESTRING( 630378.6497429856 4802970.554721498, 630307.6043824956 4803015.290759426 )
2860;10585823071;12313747124;333.79215671990175;5.555555555555555;420.0;1.0;car;10;;residential;1135603723;LINESTRING( 633420.0694242705 4801480.271452937, 633570.5299844914 4801736.808460558 )
2861;12313747124;10585823071;333.79215671990175;5.555555555555555;420.0;1.0;car;10;;residential;1135603723;LINESTRING( 633570.5299844914 4801736.808460558, 633420.0694242705 4801480.271452937 )
2862;12313747124;10585823060;136.7515040239802;5.555555555555555;420.0;1.0;car;4;;residential;1135603723;LINESTRING( 633570.5299844914 4801736.808460558, 633673.3370437555 4801716.953306388 )
2863;10585823060;12313747124;136.7515040239802;5.555555555555555;420.0;1.0;car;4;;residential;1135603723;LINESTRING( 633673.3370437555 4801716.953306388, 633570.5299844914 4801736.808460558 )
2864;7008875482;7008875484;96.13320459453425;5.555555555555555;420.0;1.0;car;25;;residential;749512457;LINESTRING( 632490.2911715081 4802884.088491057, 632395.8962107991 4802901.414698512 )
2865;7008875484;7008875482;96.13320459453425;5.555555555555555;420.0;1.0;car;32;;residential;749512457;LINESTRING( 632395.8962107991 4802901.414698512, 632490.2911715081 4802884.088491057 )
2866;2397236855;10845288290;313.8887949604118;8.333333333333334;750.0;1.0;car;2757;;secondary;1384364335;LINESTRING( 632998.6725727986 4804029.761462416, 632696.3434144396 4804112.986537154 )
2867;10845288290;2397236855;313.8887949604118;8.333333333333334;750.0;1.0;car;2790;;secondary;1384364335;LINESTRING( 632696.3434144396 4804112.986537154, 632998.6725727986 4804029.761462416 )
2868;10845288290;10569717821;213.36683827052548;8.333333333333334;750.0;1.0;car;3919;;secondary;1384364335;LINESTRING( 632696.3434144396 4804112.986537154, 632489.1767462792 4804164.049040783 )
2869;10569717821;10845288290;213.36683827052548;8.333333333333334;750.0;1.0;car;3919;;secondary;1384364335;LINESTRING( 632489.1767462792 4804164.049040783, 632696.3434144396 4804112.986537154 )
