person;activity_number;activity_id;activity_type;start_time;end_time;maximum_duration;link_id;facility_id;coord_x;coord_y
zone_8668;1;zone_8668_1;home;;29280.0;;545;;634496.0895491329;4804594.640768709
zone_8668;2;zone_8668_2;work;33941.0;64273.0;;2754;;631423.0319878319;4804629.119078821
zone_8668;3;zone_8668_3;home;68817.0;;;545;;634496.0895491329;4804594.640768709
zone_8669;1;zone_8669_1;home;;31587.0;;1041;;629607.4692472594;4802587.354150177
zone_8669;2;zone_8669_2;work;47191.0;63643.0;;2044;;633118.4053702126;4803342.418928182
zone_8669;3;zone_8669_3;home;64658.0;;;1041;;629607.4692472594;4802587.354150177
zone_867;1;zone_867_1;home;;27715.0;;3094;;632571.4634504055;4803369.586859662
zone_867;2;zone_867_2;work;27811.0;67495.0;;375;;632415.6801733344;4803491.764263041
zone_867;3;zone_867_3;home;67561.0;;;3094;;632571.4634504055;4803369.586859662
zone_8670;1;zone_8670_1;home;;31362.0;;13;;629667.5486855612;4800944.521164075
zone_8670;2;zone_8670_2;work;31609.0;68130.0;;1629;;630607.7060777469;4802068.033790557
zone_8670;3;zone_8670_3;home;68433.0;;;13;;629667.5486855612;4800944.521164075
zone_8671;1;zone_8671_1;home;;53642.0;;777;;633875.3638544122;4804969.035035094
zone_8671;2;zone_8671_2;other;56806.0;63235.0;;204;;630768.0374722466;4801816.966242529
zone_8671;3;zone_8671_3;home;66476.0;;;777;;633875.3638544122;4804969.035035094
zone_8672;1;zone_8672_1;home;;53371.0;;1419;;631204.4629582611;4803437.241184747
zone_8672;2;zone_8672_2;other;53702.0;53702.0;;867;;631684.2247837695;4802781.994368805
zone_8672;3;zone_8672_3;home;53940.0;;;1419;;631204.4629582611;4803437.241184747
zone_8673;1;zone_8673_1;home;;29193.0;;917;;631773.8231369554;4801761.407292169
zone_8673;2;zone_8673_2;work;29910.0;65716.0;;1901;;631182.9439895863;4803954.750290711
zone_8673;3;zone_8673_3;home;66242.0;;;917;;631773.8231369554;4801761.407292169
zone_8674;1;zone_8674_1;home;;31622.0;;1291;;634196.3879052324;4801871.029596893
zone_8674;2;zone_8674_2;work;37759.0;64842.0;;1837;;630784.690107689;4803830.118691895
zone_8674;3;zone_8674_3;home;70979.0;;;1291;;634196.3879052324;4801871.029596893
zone_8675;1;zone_8675_1;home;;27868.0;;909;;632197.811317004;4803590.4776761895
zone_8675;2;zone_8675_2;work;28196.0;59197.0;;2066;;631465.6573447593;4803891.440328561
zone_8675;3;zone_8675_3;home;59545.0;;;909;;632197.811317004;4803590.4776761895
zone_8676;1;zone_8676_1;home;;30118.0;;505;;630578.6972845715;4801344.856576143
zone_8676;2;zone_8676_2;work;30633.0;65811.0;;2532;;632361.6127265748;4801028.265921773
zone_8676;3;zone_8676_3;home;66396.0;;;505;;630578.6972845715;4801344.856576143
zone_8677;1;zone_8677_1;home;;29508.0;;2155;;630739.1394489779;4802372.837150887
zone_8677;2;zone_8677_2;work;33683.0;67388.0;;2241;;632718.4496603457;4804174.515351029
zone_8677;3;zone_8677_3;home;71563.0;;;2155;;630739.1394489779;4802372.837150887
zone_8678;1;zone_8678_1;home;;30065.0;;2181;;630218.1879427515;4801334.9267173875
zone_8678;2;zone_8678_2;work;45128.0;68338.0;;1254;;636388.6401010551;4801896.6194677055
zone_8678;3;zone_8678_3;home;94346.0;;;2181;;630218.1879427515;4801334.9267173875
zone_8679;1;zone_8679_1;home;;39498.0;;3012;;630460.8484547173;4802710.807606822
zone_8679;2;zone_8679_2;other;39829.0;71531.0;;417;;630504.1685626383;4802503.043583734
zone_8679;3;zone_8679_3;home;71862.0;;;3012;;630460.8484547173;4802710.807606822
zone_868;1;zone_868_1;home;;42939.0;;1254;;636388.6401010551;4801896.6194677055
zone_868;2;zone_868_2;other;55700.0;55700.0;;2231;;630927.9045121777;4802584.091736088
zone_868;3;zone_868_3;home;67496.0;;;1254;;636388.6401010551;4801896.6194677055
zone_8680;1;zone_8680_1;home;;28602.0;;2748;;632668.3781858163;4803782.159334039
zone_8680;2;zone_8680_2;work;29293.0;61775.0;;453;;630049.6239283804;4801438.09857509
zone_8680;3;zone_8680_3;home;66691.0;;;2748;;632668.3781858163;4803782.159334039
zone_8681;1;zone_8681_1;home;;31982.0;;709;;629541.8092520749;4801518.15162259
zone_8681;2;zone_8681_2;work;32273.0;60841.0;;2506;;630322.5713972222;4802090.789417844
zone_8681;3;zone_8681_3;home;61144.0;;;709;;629541.8092520749;4801518.15162259
zone_8682;1;zone_8682_1;home;;29121.0;;875;;632161.9663492015;4803385.8403166365
zone_8682;2;zone_8682_2;work;34403.0;62362.0;;1021;;630164.1098499023;4800651.955134122
zone_8682;3;zone_8682_3;home;67644.0;;;875;;632161.9663492015;4803385.8403166365
zone_8683;1;zone_8683_1;home;;30457.0;;519;;630473.4268036565;4801010.1043379195
zone_8683;2;zone_8683_2;work;35806.0;65667.0;;1881;;631724.0245786407;4804203.098668076
zone_8683;3;zone_8683_3;home;71016.0;;;519;;630473.4268036565;4801010.1043379195
zone_8684;1;zone_8684_1;home;;46433.0;;1643;;630261.409059017;4803422.039820019
zone_8684;2;zone_8684_2;other;46933.0;64020.0;;419;;630033.4367102798;4801646.553447636
zone_8684;3;zone_8684_3;home;64921.0;;;1643;;630261.409059017;4803422.039820019
zone_8685;1;zone_8685_1;home;;26540.0;;689;;630223.3775637506;4800818.278676942
zone_8685;2;zone_8685_2;work;33201.0;65863.0;;753;;633978.1927172238;4804653.076875094
zone_8685;3;zone_8685_3;home;85153.0;;;689;;630223.3775637506;4800818.278676942
zone_8686;1;zone_8686_1;home;;44038.0;;48;;632280.3914675678;4802782.025282966
zone_8686;2;zone_8686_2;other;46973.0;46973.0;;2131;;633636.1036856271;4801476.613023873
zone_8686;3;zone_8686_3;home;49908.0;;;48;;632280.3914675678;4802782.025282966
zone_8687;1;zone_8687_1;home;;46323.0;;1411;;630762.1526181771;4803716.260457707
zone_8687;2;zone_8687_2;other;46841.0;46841.0;;2371;;631863.562232522;4802637.088322037
zone_8687;3;zone_8687_3;home;47220.0;;;1411;;630762.1526181771;4803716.260457707
zone_8688;1;zone_8688_1;home;;46716.0;;717;;638123.2489225944;4802985.867932502
zone_8688;2;zone_8688_2;other;58363.0;58363.0;;335;;631537.059655874;4801621.938160827
zone_8688;3;zone_8688_3;home;64958.0;;;717;;638123.2489225944;4802985.867932502
zone_8689;1;zone_8689_1;home;;52488.0;;877;;632048.9507873739;4803179.600266235
zone_8689;2;zone_8689_2;other;54870.0;54870.0;;973;;631901.435910394;4804699.736045346
zone_8689;3;zone_8689_3;home;57252.0;;;877;;632048.9507873739;4803179.600266235
zone_869;1;zone_869_1;home;;31941.0;;2081;;631093.6399413724;4804046.434606237
zone_869;2;zone_869_2;work;34925.0;66771.0;;2044;;633118.4053702126;4803342.418928182
zone_869;3;zone_869_3;home;69908.0;;;2081;;631093.6399413724;4804046.434606237
zone_8690;1;zone_8690_1;home;;27634.0;;2227;;631156.0631955168;4802561.123131134
zone_8690;2;zone_8690_2;work;27983.0;59183.0;;2596;;630869.8033338885;4801478.070572041
zone_8690;3;zone_8690_3;home;59554.0;;;2227;;631156.0631955168;4802561.123131134
zone_8691;1;zone_8691_1;home;;53697.0;;2003;;633018.2073514567;4802883.508999123
zone_8691;2;zone_8691_2;other;54027.0;54027.0;;325;;632314.1441456596;4802308.880867948
zone_8691;3;zone_8691_3;home;54358.0;;;2003;;633018.2073514567;4802883.508999123
zone_8692;1;zone_8692_1;home;;25348.0;;2690;;630765.6243446779;4801673.461901175
zone_8692;2;zone_8692_2;work;27364.0;58591.0;;1254;;636388.6401010551;4801896.6194677055
zone_8692;3;zone_8692_3;home;70612.0;;;2690;;630765.6243446779;4801673.461901175
zone_8693;1;zone_8693_1;home;;53394.0;;2056;;631106.4013493683;4802606.777171194
zone_8693;2;zone_8693_2;other;55647.0;57123.0;;2966;;633941.5642777283;4804746.531992429
zone_8693;3;zone_8693_3;home;59686.0;;;2056;;631106.4013493683;4802606.777171194
zone_8694;1;zone_8694_1;home;;27672.0;;1699;;635255.1885227569;4803514.996074655
zone_8694;2;zone_8694_2;work;29953.0;63270.0;;1341;;632794.3477807443;4802527.6201878395
zone_8694;3;zone_8694_3;home;65714.0;;;1699;;635255.1885227569;4803514.996074655
zone_8695;1;zone_8695_1;home;;25794.0;;2345;;632629.1168439062;4803286.38610753
zone_8695;2;zone_8695_2;work;26652.0;58854.0;;1168;;629867.4336130404;4801820.987147707
zone_8695;3;zone_8695_3;home;59750.0;;;2345;;632629.1168439062;4803286.38610753
zone_8696;1;zone_8696_1;home;;36711.0;;315;;630058.9064276607;4804826.804914959
zone_8696;2;zone_8696_2;other;37866.0;43924.0;;1285;;629340.7867590222;4806513.8220451195
zone_8696;3;zone_8696_3;home;45079.0;;;315;;630058.9064276607;4804826.804914959
zone_8697;1;zone_8697_1;home;;28410.0;;2712;;630451.0619626248;4801294.608797247
zone_8697;2;zone_8697_2;work;28700.0;67318.0;;1661;;630402.3775359693;4802338.468520233
zone_8697;3;zone_8697_3;home;67647.0;;;2712;;630451.0619626248;4801294.608797247
zone_8698;1;zone_8698_1;home;;25701.0;;178;;632945.7852111394;4805400.043875223
zone_8698;2;zone_8698_2;work;27259.0;64718.0;;717;;638123.2489225944;4802985.867932502
zone_8698;3;zone_8698_3;home;85820.0;;;178;;632945.7852111394;4805400.043875223
zone_8699;1;zone_8699_1;home;;46751.0;;1616;;630663.2745583015;4804751.341089865
zone_8699;2;zone_8699_2;other;49065.0;64676.0;;1907;;631681.6096912657;4803671.912180388
zone_8699;3;zone_8699_3;home;66990.0;;;1616;;630663.2745583015;4804751.341089865
zone_87;1;zone_87_1;home;;31103.0;;639;;634053.3936571155;4805100.767101821
zone_87;2;zone_87_2;work;40750.0;58235.0;;2748;;632668.3781858163;4803782.159334039
zone_87;3;zone_87_3;home;62864.0;;;639;;634053.3936571155;4805100.767101821
zone_870;1;zone_870_1;home;;45032.0;;2020;;633672.7418689486;4804418.2222278435
zone_870;2;zone_870_2;other;56722.0;56722.0;;262;;631626.9802252875;4803804.639918592
zone_870;3;zone_870_3;home;67557.0;;;2020;;633672.7418689486;4804418.2222278435
zone_8700;1;zone_8700_1;home;;38265.0;;1837;;630784.690107689;4803830.118691895
zone_8700;2;zone_8700_2;other;42286.0;51094.0;;196;;633321.2249584014;4803370.498517144
zone_8700;3;zone_8700_3;home;55115.0;;;1837;;630784.690107689;4803830.118691895
zone_8701;1;zone_8701_1;home;;28772.0;;315;;630058.9064276607;4804826.804914959
zone_8701;2;zone_8701_2;work;42001.0;66986.0;;2586;;630477.4566028418;4801188.046437253
zone_8701;3;zone_8701_3;home;94381.0;;;315;;630058.9064276607;4804826.804914959
zone_8702;1;zone_8702_1;home;;28004.0;;1349;;634423.3032175582;4805191.573505607
zone_8702;2;zone_8702_2;work;30809.0;59016.0;;1337;;632955.3667052033;4804152.701514505
zone_8702;3;zone_8702_3;home;61821.0;;;1349;;634423.3032175582;4805191.573505607
zone_8703;1;zone_8703_1;home;;30998.0;;1769;;630442.041597352;4803149.3870767765
zone_8703;2;zone_8703_2;work;31451.0;65045.0;;911;;632133.2684490667;4802438.45243077
zone_8703;3;zone_8703_3;home;65440.0;;;1769;;630442.041597352;4803149.3870767765
zone_8704;1;zone_8704_1;home;;26164.0;;42;;632114.668646801;4802171.786791382
zone_8704;2;zone_8704_2;work;30158.0;65879.0;;1309;;632097.5672157439;4804671.138690782
zone_8704;3;zone_8704_3;home;69925.0;;;42;;632114.668646801;4802171.786791382
zone_8705;1;zone_8705_1;home;;36633.0;;2067;;631379.4422706403;4803697.137929138
zone_8705;2;zone_8705_2;other;36931.0;56053.0;;2369;;632012.5777954571;4802914.076306124
zone_8705;3;zone_8705_3;home;56400.0;;;2067;;631379.4422706403;4803697.137929138
zone_8706;1;zone_8706_1;home;;25494.0;;343;;631442.2932813999;4803231.511815943
zone_8706;2;zone_8706_2;work;27674.0;65357.0;;2754;;631423.0319878319;4804629.119078821
zone_8706;3;zone_8706_3;home;67537.0;;;343;;631442.2932813999;4803231.511815943
zone_8707;1;zone_8707_1;home;;26015.0;;289;;630507.3512596423;4802895.685952362
zone_8707;2;zone_8707_2;work;26691.0;62220.0;;1841;;630939.3049523991;4802860.861724744
zone_8707;3;zone_8707_3;home;62896.0;;;289;;630507.3512596423;4802895.685952362
zone_8708;1;zone_8708_1;home;;31746.0;;1299;;632622.9876690283;4804457.694485508
zone_8708;2;zone_8708_2;work;37995.0;61785.0;;2554;;634614.6420254394;4800333.096041269
zone_8708;3;zone_8708_3;home;67799.0;;;1299;;632622.9876690283;4804457.694485508
zone_8709;1;zone_8709_1;home;;48043.0;;1345;;634137.1627449248;4805307.747398743
zone_8709;2;zone_8709_2;other;59595.0;59595.0;;2568;;630529.0298580411;4801058.52237347
zone_8709;3;zone_8709_3;home;78484.0;;;1345;;634137.1627449248;4805307.747398743
zone_871;1;zone_871_1;home;;31231.0;;2744;;630744.5100327333;4801479.252159022
zone_871;2;zone_871_2;work;31725.0;68003.0;;563;;631262.302212802;4803297.818039749
zone_871;3;zone_871_3;home;68383.0;;;2744;;630744.5100327333;4801479.252159022
zone_8710;1;zone_8710_1;home;;38430.0;;1505;;631968.6907969099;4801768.407835649
zone_8710;2;zone_8710_2;other;43509.0;48069.0;;1616;;630663.2745583015;4804751.341089865
zone_8710;3;zone_8710_3;home;53148.0;;;1505;;631968.6907969099;4801768.407835649
zone_8711;1;zone_8711_1;home;;29479.0;;1730;;634716.1441747815;4804308.893082764
zone_8711;2;zone_8711_2;work;33674.0;67248.0;;1262;;632063.7238403086;4804754.418962788
zone_8711;3;zone_8711_3;home;71443.0;;;1730;;634716.1441747815;4804308.893082764
zone_8712;1;zone_8712_1;home;;40814.0;;967;;632239.5254670911;4803666.675834572
zone_8712;2;zone_8712_2;other;48284.0;54192.0;;178;;632945.7852111394;4805400.043875223
zone_8712;3;zone_8712_3;home;58297.0;;;967;;632239.5254670911;4803666.675834572
zone_8713;1;zone_8713_1;home;;46710.0;;2534;;629425.208391991;4799730.211864972
zone_8713;2;zone_8713_2;other;51960.0;66037.0;;2369;;632012.5777954571;4802914.076306124
zone_8713;3;zone_8713_3;home;71366.0;;;2534;;629425.208391991;4799730.211864972
zone_8714;1;zone_8714_1;home;;30713.0;;1301;;632175.7273756515;4804420.074334943
zone_8714;2;zone_8714_2;work;32660.0;66762.0;;1763;;631013.7447226138;4803964.237333612
zone_8714;3;zone_8714_3;home;68709.0;;;1301;;632175.7273756515;4804420.074334943
zone_8715;1;zone_8715_1;home;;28406.0;;1641;;632184.9666166242;4802642.715788703
zone_8715;2;zone_8715_2;work;34595.0;57977.0;;1311;;631977.9243153792;4804723.494867448
zone_8715;3;zone_8715_3;home;62168.0;;;1641;;632184.9666166242;4802642.715788703
zone_8716;1;zone_8716_1;home;;28245.0;;2902;;630377.6843391721;4800707.535136636
zone_8716;2;zone_8716_2;work;28551.0;62579.0;;2980;;630590.0403875139;4801769.962997967
zone_8716;3;zone_8716_3;home;62883.0;;;2902;;630377.6843391721;4800707.535136636
zone_8717;1;zone_8717_1;home;;28368.0;;2113;;632744.8747950724;4803938.610677628
zone_8717;2;zone_8717_2;work;31673.0;58028.0;;2546;;631284.9887614637;4802402.75336901
zone_8717;3;zone_8717_3;home;61333.0;;;2113;;632744.8747950724;4803938.610677628
zone_8718;1;zone_8718_1;home;;36003.0;;1254;;636388.6401010551;4801896.6194677055
zone_8718;2;zone_8718_2;other;41888.0;56682.0;;617;;632193.1077832697;4802972.643709114
zone_8718;3;zone_8718_3;home;62390.0;;;1254;;636388.6401010551;4801896.6194677055
zone_8719;1;zone_8719_1;home;;42544.0;;931;;632127.2675077014;4802309.452970581
zone_8719;2;zone_8719_2;other;49064.0;56055.0;;1337;;632955.3667052033;4804152.701514505
zone_8719;3;zone_8719_3;home;59665.0;;;931;;632127.2675077014;4802309.452970581
zone_872;1;zone_872_1;home;;28699.0;;2075;;630947.4843924826;4802945.08931792
zone_872;2;zone_872_2;work;29949.0;66117.0;;2764;;634658.5932212531;4803885.344756242
zone_872;3;zone_872_3;home;67464.0;;;2075;;630947.4843924826;4802945.08931792
zone_8720;1;zone_8720_1;home;;31984.0;;311;;632300.9002538105;4803484.166790487
zone_8720;2;zone_8720_2;work;32472.0;67246.0;;2772;;633373.6461623141;4802098.0895305965
zone_8720;3;zone_8720_3;home;67765.0;;;311;;632300.9002538105;4803484.166790487
zone_8721;1;zone_8721_1;home;;28122.0;;1849;;631384.9462649372;4804246.21377017
zone_8721;2;zone_8721_2;work;28878.0;67222.0;;695;;629763.6331151247;4801556.480549272
zone_8721;3;zone_8721_3;home;67995.0;;;1849;;631384.9462649372;4804246.21377017
zone_8722;1;zone_8722_1;home;;30603.0;;1643;;630261.409059017;4803422.039820019
zone_8722;2;zone_8722_2;work;34258.0;60274.0;;166;;632225.4540141177;4804699.827310864
zone_8722;3;zone_8722_3;home;64036.0;;;1643;;630261.409059017;4803422.039820019
zone_8723;1;zone_8723_1;home;;31243.0;;325;;632314.1441456596;4802308.880867948
zone_8723;2;zone_8723_2;work;33359.0;58943.0;;2141;;631184.4743718251;4803060.535279266
zone_8723;3;zone_8723_3;home;61059.0;;;325;;632314.1441456596;4802308.880867948
zone_8724;1;zone_8724_1;home;;29892.0;;1254;;636388.6401010551;4801896.6194677055
zone_8724;2;zone_8724_2;work;36440.0;59812.0;;1100;;631282.7078891515;4803800.23608442
zone_8724;3;zone_8724_3;home;66417.0;;;1254;;636388.6401010551;4801896.6194677055
zone_8725;1;zone_8725_1;home;;25505.0;;1732;;634562.7918755583;4803906.245472543
zone_8725;2;zone_8725_2;work;25672.0;65354.0;;2299;;634953.8646046319;4803770.161841709
zone_8725;3;zone_8725_3;home;65551.0;;;1732;;634562.7918755583;4803906.245472543
zone_8726;1;zone_8726_1;home;;52152.0;;1254;;636388.6401010551;4801896.6194677055
zone_8726;2;zone_8726_2;other;63561.0;64435.0;;2466;;631796.7560049585;4801525.655475816
zone_8726;3;zone_8726_3;home;80768.0;;;1254;;636388.6401010551;4801896.6194677055
zone_8727;1;zone_8727_1;home;;38898.0;;987;;632029.84403282;4803602.88114495
zone_8727;2;zone_8727_2;other;45850.0;70535.0;;2325;;633853.1272488823;4803908.969709034
zone_8727;3;zone_8727_3;home;92662.0;;;987;;632029.84403282;4803602.88114495
zone_8728;1;zone_8728_1;home;;45497.0;;2113;;632744.8747950724;4803938.610677628
zone_8728;2;zone_8728_2;other;52013.0;69563.0;;1254;;636388.6401010551;4801896.6194677055
zone_8728;3;zone_8728_3;home;76079.0;;;2113;;632744.8747950724;4803938.610677628
zone_8729;1;zone_8729_1;home;;28099.0;;3094;;632571.4634504055;4803369.586859662
zone_8729;2;zone_8729_2;work;32175.0;67725.0;;897;;630972.7468931642;4801302.5044842325
zone_8729;3;zone_8729_3;home;71801.0;;;3094;;632571.4634504055;4803369.586859662
zone_873;1;zone_873_1;home;;42427.0;;1643;;630261.409059017;4803422.039820019
zone_873;2;zone_873_2;other;45194.0;45502.0;;1210;;634879.0510726951;4803795.954801345
zone_873;3;zone_873_3;home;48112.0;;;1643;;630261.409059017;4803422.039820019
zone_8730;1;zone_8730_1;home;;38842.0;;969;;632224.8211280266;4802545.1992119085
zone_8730;2;zone_8730_2;other;39304.0;71452.0;;2780;;631570.6789422005;4804115.3630860085
zone_8730;3;zone_8730_3;home;71880.0;;;969;;632224.8211280266;4802545.1992119085
zone_8731;1;zone_8731_1;home;;26078.0;;1720;;635463.7060103199;4804683.826864863
zone_8731;2;zone_8731_2;work;30395.0;67559.0;;883;;631791.0826605032;4802719.483491401
zone_8731;3;zone_8731_3;home;71653.0;;;1720;;635463.7060103199;4804683.826864863
zone_8732;1;zone_8732_1;home;;42535.0;;2874;;632156.449878781;4804251.929128969
zone_8732;2;zone_8732_2;other;42859.0;71924.0;;821;;630937.0482643002;4804556.9025685
zone_8732;3;zone_8732_3;home;74365.0;;;2874;;632156.449878781;4804251.929128969
zone_8733;1;zone_8733_1;home;;38596.0;;2858;;633256.2143263456;4803735.906518526
zone_8733;2;zone_8733_2;other;40970.0;53457.0;;1718;;635277.8929762493;4804169.496743305
zone_8733;3;zone_8733_3;home;55810.0;;;2858;;633256.2143263456;4803735.906518526
zone_8734;1;zone_8734_1;home;;30112.0;;1444;;633644.8824171193;4802648.217226116
zone_8734;2;zone_8734_2;work;31188.0;62685.0;;371;;630226.146541057;4802912.292636315
zone_8734;3;zone_8734_3;home;88183.0;;;1444;;633644.8824171193;4802648.217226116
zone_8735;1;zone_8735_1;home;;29350.0;;911;;632133.2684490667;4802438.45243077
zone_8735;2;zone_8735_2;work;32294.0;60216.0;;1835;;630442.2579337053;4803276.817510961
zone_8735;3;zone_8735_3;home;63160.0;;;911;;632133.2684490667;4802438.45243077
zone_8736;1;zone_8736_1;home;;26398.0;;178;;632945.7852111394;4805400.043875223
zone_8736;2;zone_8736_2;work;29284.0;67707.0;;563;;631262.302212802;4803297.818039749
zone_8736;3;zone_8736_3;home;93127.0;;;178;;632945.7852111394;4805400.043875223
zone_8737;1;zone_8737_1;home;;38368.0;;2672;;630391.4355062505;4801966.863960642
zone_8737;2;zone_8737_2;other;53906.0;53906.0;;2934;;635466.0106133783;4803871.596125836
zone_8737;3;zone_8737_3;home;65533.0;;;2672;;630391.4355062505;4801966.863960642
zone_8738;1;zone_8738_1;home;;26897.0;;2452;;634989.419668117;4804417.367519784
zone_8738;2;zone_8738_2;work;32523.0;67076.0;;315;;630058.9064276607;4804826.804914959
zone_8738;3;zone_8738_3;home;72599.0;;;2452;;634989.419668117;4804417.367519784
zone_8739;1;zone_8739_1;home;;26350.0;;2812;;633043.1527969805;4802659.675641507
zone_8739;2;zone_8739_2;work;30715.0;63348.0;;315;;630058.9064276607;4804826.804914959
zone_8739;3;zone_8739_3;home;67561.0;;;2812;;633043.1527969805;4802659.675641507
zone_874;1;zone_874_1;home;;28986.0;;1643;;630261.409059017;4803422.039820019
zone_874;2;zone_874_2;work;42576.0;64560.0;;1313;;632288.4917385059;4804830.044579669
zone_874;3;zone_874_3;home;75375.0;;;1643;;630261.409059017;4803422.039820019
zone_8740;1;zone_8740_1;home;;42450.0;;2638;;631558.5846738539;4801836.618949456
zone_8740;2;zone_8740_2;other;43937.0;71082.0;;867;;631684.2247837695;4802781.994368805
zone_8740;3;zone_8740_3;home;72569.0;;;2638;;631558.5846738539;4801836.618949456
zone_8741;1;zone_8741_1;home;;51045.0;;645;;634035.0254274029;4804913.26696565
zone_8741;2;zone_8741_2;other;62083.0;62083.0;;289;;630507.3512596423;4802895.685952362
zone_8741;3;zone_8741_3;home;84132.0;;;645;;634035.0254274029;4804913.26696565
zone_8742;1;zone_8742_1;home;;29183.0;;2472;;634619.1443144341;4804337.99037806
zone_8742;2;zone_8742_2;work;32717.0;59448.0;;1901;;631182.9439895863;4803954.750290711
zone_8742;3;zone_8742_3;home;63030.0;;;2472;;634619.1443144341;4804337.99037806
zone_8743;1;zone_8743_1;home;;25979.0;;1701;;635573.3825362774;4803423.575717824
zone_8743;2;zone_8743_2;work;28607.0;58646.0;;455;;630207.5317352614;4801040.20358206
zone_8743;3;zone_8743_3;home;73263.0;;;1701;;635573.3825362774;4803423.575717824
zone_8744;1;zone_8744_1;home;;26896.0;;2474;;634494.2227653256;4804020.60968961
zone_8744;2;zone_8744_2;work;33065.0;59224.0;;1643;;630261.409059017;4803422.039820019
zone_8744;3;zone_8744_3;home;75144.0;;;2474;;634494.2227653256;4804020.60968961
zone_8745;1;zone_8745_1;home;;45219.0;;315;;630058.9064276607;4804826.804914959
zone_8745;2;zone_8745_2;other;50102.0;56753.0;;2636;;631750.3439433665;4802192.636111722
zone_8745;3;zone_8745_3;home;61636.0;;;315;;630058.9064276607;4804826.804914959
zone_8746;1;zone_8746_1;home;;26191.0;;2822;;633133.1662831308;4802688.906991463
zone_8746;2;zone_8746_2;work;28188.0;68071.0;;2014;;633785.5612609856;4804713.475805817
zone_8746;3;zone_8746_3;home;89806.0;;;2822;;633133.1662831308;4802688.906991463
zone_8747;1;zone_8747_1;home;;40108.0;;315;;630058.9064276607;4804826.804914959
zone_8747;2;zone_8747_2;other;43964.0;62841.0;;1425;;632517.976173284;4805082.08241133
zone_8747;3;zone_8747_3;home;66697.0;;;315;;630058.9064276607;4804826.804914959
zone_8748;1;zone_8748_1;home;;31369.0;;2672;;630391.4355062505;4801966.863960642
zone_8748;2;zone_8748_2;work;48310.0;63951.0;;501;;634620.7908838195;4805036.374633476
zone_8748;3;zone_8748_3;home;82326.0;;;2672;;630391.4355062505;4801966.863960642
zone_8749;1;zone_8749_1;home;;25964.0;;319;;635813.9615521946;4804071.436933761
zone_8749;2;zone_8749_2;work;28287.0;57637.0;;1182;;631282.7850735819;4801705.38721196
zone_8749;3;zone_8749_3;home;63488.0;;;319;;635813.9615521946;4804071.436933761
zone_875;1;zone_875_1;home;;27109.0;;2400;;632934.9838254559;4803549.173101837
zone_875;2;zone_875_2;work;27418.0;63920.0;;2662;;633069.3687837744;4803706.9489243105
zone_875;3;zone_875_3;home;64024.0;;;2400;;632934.9838254559;4803549.173101837
zone_8750;1;zone_8750_1;home;;32111.0;;2744;;630744.5100327333;4801479.252159022
zone_8750;2;zone_8750_2;work;39851.0;62595.0;;2217;;635185.4232463529;4803692.457975101
zone_8750;3;zone_8750_3;home;70335.0;;;2744;;630744.5100327333;4801479.252159022
zone_8751;1;zone_8751_1;home;;29602.0;;2109;;635785.308512781;4803236.389324611
zone_8751;2;zone_8751_2;work;35594.0;67785.0;;1570;;631946.1128700096;4803102.898710903
zone_8751;3;zone_8751_3;home;73777.0;;;2109;;635785.308512781;4803236.389324611
zone_8752;1;zone_8752_1;home;;31776.0;;295;;633207.0399282414;4804060.058651404
zone_8752;2;zone_8752_2;work;32038.0;61134.0;;280;;633783.8692933456;4800916.227287794
zone_8752;3;zone_8752_3;home;61640.0;;;295;;633207.0399282414;4804060.058651404
zone_8753;1;zone_8753_1;home;;26759.0;;118;;629776.5934136424;4801898.668288691
zone_8753;2;zone_8753_2;work;28327.0;62649.0;;1631;;630777.5015135204;4801990.748623423
zone_8753;3;zone_8753_3;home;64217.0;;;118;;629776.5934136424;4801898.668288691
zone_8754;1;zone_8754_1;home;;40158.0;;2748;;632668.3781858163;4803782.159334039
zone_8754;2;zone_8754_2;other;40376.0;44574.0;;529;;631845.4048053164;4803846.506038327
zone_8754;3;zone_8754_3;home;51524.0;;;2748;;632668.3781858163;4803782.159334039
zone_8755;1;zone_8755_1;home;;31266.0;;547;;630903.1335885135;4803829.812927785
zone_8755;2;zone_8755_2;work;49902.0;59826.0;;639;;634053.3936571155;4805100.767101821
zone_8755;3;zone_8755_3;home;74716.0;;;547;;630903.1335885135;4803829.812927785
zone_8756;1;zone_8756_1;home;;26798.0;;38;;631823.8728993507;4801737.763688787
zone_8756;2;zone_8756_2;work;27482.0;59930.0;;10;;629671.404499791;4800913.609704606
zone_8756;3;zone_8756_3;home;60539.0;;;38;;631823.8728993507;4801737.763688787
zone_8757;1;zone_8757_1;home;;27856.0;;779;;634434.2226101037;4805061.823058644
zone_8757;2;zone_8757_2;work;36197.0;60438.0;;2588;;630560.9831055879;4801162.177986421
zone_8757;3;zone_8757_3;home;79624.0;;;779;;634434.2226101037;4805061.823058644
zone_8758;1;zone_8758_1;home;;28959.0;;1281;;632597.7846578353;4805073.0603252975
zone_8758;2;zone_8758_2;work;35382.0;60141.0;;1523;;634274.2752342306;4801312.062901582
zone_8758;3;zone_8758_3;home;66564.0;;;1281;;632597.7846578353;4805073.0603252975
zone_8759;1;zone_8759_1;home;;42202.0;;1299;;632622.9876690283;4804457.694485508
